"Notes"	"State"	"State Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error	Age Adjusted Rate
	"California"	"06"	"Constitutional aplastic anaemia"	"D61.0"	22	234398139	0.01	0.00	0.01
	"California"	"06"	"Idiopathic aplastic anaemia"	"D61.3"	18	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Aplastic anaemia, unspecified"	"D61.9"	65	234398139	0.03	0.00	0.03
	"California"	"06"	"Anaemia, unspecified"	"D64.9"	12	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Disseminated intravascular coagulation [defibrination syndrome]"	"D65"	36	234398139	0.02	0.00	0.02
	"California"	"06"	"Coagulation defect, unspecified"	"D68.9"	66	234398139	0.03	0.00	0.03
	"California"	"06"	"Idiopathic thrombocytopenic purpura"	"D69.3"	16	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Other primary thrombocytopenia"	"D69.4"	12	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Thrombocytopenia, unspecified"	"D69.6"	17	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Agranulocytosis"	"D70"	19	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Functional disorders of polymorphonuclear neutrophils"	"D71"	20	234398139	0.01	0.00	0.01
	"California"	"06"	"Langerhans cell histiocytosis, not elsewhere classified"	"D76.0"	16	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Haemophagocytic lymphohistiocytosis"	"D76.1"	96	234398139	0.04	0.00	0.04
	"California"	"06"	"Haemophagocytic syndrome, infection-associated"	"D76.2"	12	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Other histiocytosis syndromes"	"D76.3"	15	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Combined immunodeficiency, unspecified"	"D81.9"	24	234398139	0.01	0.00	0.01
	"California"	"06"	"Wiskott-Aldrich syndrome"	"D82.0"	10	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Di George syndrome"	"D82.1"	24	234398139	0.01	0.00	0.01
	"California"	"06"	"Immunodeficiency, unspecified"	"D84.9"	46	234398139	0.02	0.00	0.02
	"California"	"06"	"Insulin-dependent diabetes mellitus, with ketoacidosis"	"E10.1"	57	234398139	0.02	0.00	0.02
	"California"	"06"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	44	234398139	0.02	0.00	0.02
	"California"	"06"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	165	234398139	0.07	0.01	0.07
	"California"	"06"	"Unspecified diabetes mellitus, without complications"	"E14.9"	88	234398139	0.04	0.00	0.04
	"California"	"06"	"Hypoglycaemia, unspecified"	"E16.2"	11	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Hypopituitarism"	"E23.0"	22	234398139	0.01	0.00	0.01
	"California"	"06"	"Diabetes insipidus"	"E23.2"	13	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Congenital adrenogenital disorders associated with enzyme deficiency"	"E25.0"	13	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Short stature, not elsewhere classified"	"E34.3"	19	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Unspecified protein-energy malnutrition"	"E46"	17	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Other obesity"	"E66.8"	120	234398139	0.05	0.00	0.05
	"California"	"06"	"Obesity, unspecified"	"E66.9"	41	234398139	0.02	0.00	0.02
	"California"	"06"	"Other disorders of branched-chain amino-acid metabolism"	"E71.1"	24	234398139	0.01	0.00	0.01
	"California"	"06"	"Disorders of fatty-acid metabolism"	"E71.3"	43	234398139	0.02	0.00	0.02
	"California"	"06"	"Disorders of urea cycle metabolism"	"E72.2"	41	234398139	0.02	0.00	0.02
	"California"	"06"	"Disorders of lysine and hydroxylysine metabolism"	"E72.3"	10	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Glycogen storage disease"	"E74.0"	29	234398139	0.01	0.00	0.01
	"California"	"06"	"GM2 gangliosidosis"	"E75.0"	56	234398139	0.02	0.00	0.02
	"California"	"06"	"Other gangliosidosis"	"E75.1"	19	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Other sphingolipidosis"	"E75.2"	131	234398139	0.06	0.00	0.06
	"California"	"06"	"Neuronal ceroid lipofuscinosis"	"E75.4"	55	234398139	0.02	0.00	0.02
	"California"	"06"	"Mucopolysaccharidosis, type I"	"E76.0"	15	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Mucopolysaccharidosis, type II"	"E76.1"	18	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Other mucopolysaccharidoses"	"E76.2"	33	234398139	0.01	0.00	0.01
	"California"	"06"	"Mucopolysaccharidosis, unspecified"	"E76.3"	14	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Defects in post-translational modification of lysosomal enzymes"	"E77.0"	16	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Disorders of copper metabolism"	"E83.0"	27	234398139	0.01	0.00	0.01
	"California"	"06"	"Disorders of iron metabolism"	"E83.1"	32	234398139	0.01	0.00	0.01
	"California"	"06"	"Cystic fibrosis with pulmonary manifestations"	"E84.0"	174	234398139	0.07	0.01	0.07
	"California"	"06"	"Cystic fibrosis with other manifestations"	"E84.8"	78	234398139	0.03	0.00	0.03
	"California"	"06"	"Cystic fibrosis, unspecified"	"E84.9"	95	234398139	0.04	0.00	0.04
	"California"	"06"	"Volume depletion"	"E86"	35	234398139	0.01	0.00	0.01
	"California"	"06"	"Hypo-osmolality and hyponatraemia"	"E87.1"	10	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Acidosis"	"E87.2"	47	234398139	0.02	0.00	0.02
	"California"	"06"	"Hyperkalaemia"	"E87.5"	42	234398139	0.02	0.00	0.02
	"California"	"06"	"Other disorders of electrolyte and fluid balance, not elsewhere classified"	"E87.8"	12	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Disorders of plasma-protein metabolism, not elsewhere classified"	"E88.0"	13	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Other specified metabolic disorders"	"E88.8"	24	234398139	0.01	0.00	0.01
	"California"	"06"	"Metabolic disorder, unspecified"	"E88.9"	215	234398139	0.09	0.01	0.09
	"California"	"06"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	72	234398139	0.03	0.00	0.03
	"California"	"06"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	11	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	24	234398139	0.01	0.00	0.01
	"California"	"06"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	13	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	12	234398139	0.01 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	21	234398139	0.01	0.00	0.01
	"California"	"06"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	10	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use"	"F15.1"	16	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	13	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	97	234398139	0.04	0.00	0.04
	"California"	"06"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	21	234398139	0.01	0.00	0.01
	"California"	"06"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	12	234398139	0.01 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Anorexia nervosa"	"F50.0"	12	234398139	0.01 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Severe mental retardation"	"F72"	21	234398139	0.01	0.00	0.01
	"California"	"06"	"Profound mental retardation"	"F73"	11	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Unspecified mental retardation"	"F79"	58	234398139	0.02	0.00	0.02
	"California"	"06"	"Childhood autism"	"F84.0"	14	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Rett syndrome"	"F84.2"	39	234398139	0.02	0.00	0.02
	"California"	"06"	"Unspecified disorder of psychological development"	"F89"	11	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Pneumococcal meningitis"	"G00.1"	44	234398139	0.02	0.00	0.02
	"California"	"06"	"Streptococcal meningitis"	"G00.2"	52	234398139	0.02	0.00	0.02
	"California"	"06"	"Other bacterial meningitis"	"G00.8"	16	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Bacterial meningitis, unspecified"	"G00.9"	68	234398139	0.03	0.00	0.03
	"California"	"06"	"Meningitis, unspecified"	"G03.9"	66	234398139	0.03	0.00	0.03
	"California"	"06"	"Encephalitis, myelitis and encephalomyelitis, unspecified"	"G04.9"	60	234398139	0.03	0.00	0.03
	"California"	"06"	"Intracranial abscess and granuloma"	"G06.0"	14	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Intracranial and intraspinal phlebitis and thrombophlebitis"	"G08"	13	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Sequelae of inflammatory diseases of central nervous system"	"G09"	50	234398139	0.02	0.00	0.02
	"California"	"06"	"Huntington disease"	"G10"	23	234398139	0.01	0.00	0.01
	"California"	"06"	"Cerebellar ataxia with defective DNA repair"	"G11.3"	12	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]"	"G12.0"	39	234398139	0.02	0.00	0.02
	"California"	"06"	"Spinal muscular atrophy, unspecified"	"G12.9"	208	234398139	0.09	0.01	0.09
	"California"	"06"	"Other specified degenerative diseases of nervous system"	"G31.8"	77	234398139	0.03	0.00	0.03
	"California"	"06"	"Degenerative disease of nervous system, unspecified"	"G31.9"	113	234398139	0.05	0.00	0.05
	"California"	"06"	"Multiple sclerosis"	"G35"	20	234398139	0.01	0.00	0.01
	"California"	"06"	"Demyelinating disease of central nervous system, unspecified"	"G37.9"	10	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Generalized idiopathic epilepsy and epileptic syndromes"	"G40.3"	34	234398139	0.01	0.00	0.01
	"California"	"06"	"Other generalized epilepsy and epileptic syndromes"	"G40.4"	34	234398139	0.01	0.00	0.01
	"California"	"06"	"Grand mal seizures, unspecified (with or without petit mal)"	"G40.6"	27	234398139	0.01	0.00	0.01
	"California"	"06"	"Epilepsy, unspecified"	"G40.9"	338	234398139	0.14	0.01	0.14
	"California"	"06"	"Status epilepticus, unspecified"	"G41.9"	90	234398139	0.04	0.00	0.04
	"California"	"06"	"Sleep apnoea"	"G47.3"	29	234398139	0.01	0.00	0.01
	"California"	"06"	"Polyneuropathy, unspecified"	"G62.9"	10	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Myoneural disorder, unspecified"	"G70.9"	58	234398139	0.02	0.00	0.02
	"California"	"06"	"Muscular dystrophy"	"G71.0"	333	234398139	0.14	0.01	0.14
	"California"	"06"	"Myotonic disorders"	"G71.1"	57	234398139	0.02	0.00	0.02
	"California"	"06"	"Congenital myopathies"	"G71.2"	158	234398139	0.07	0.01	0.07
	"California"	"06"	"Mitochondrial myopathy, not elsewhere classified"	"G71.3"	23	234398139	0.01	0.00	0.01
	"California"	"06"	"Myopathy, unspecified"	"G72.9"	11	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Spastic diplegia"	"G80.1"	16	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Other infantile cerebral palsy"	"G80.8"	59	234398139	0.03	0.00	0.02
	"California"	"06"	"Infantile cerebral palsy, unspecified"	"G80.9"	1154	234398139	0.49	0.01	0.49
	"California"	"06"	"Spastic tetraplegia"	"G82.4"	42	234398139	0.02	0.00	0.02
	"California"	"06"	"Tetraplegia, unspecified"	"G82.5"	16	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Familial dysautonomia [Riley-Day]"	"G90.1"	13	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Hydrocephalus, unspecified"	"G91.9"	79	234398139	0.03	0.00	0.03
	"California"	"06"	"Cerebral cysts"	"G93.0"	13	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	155	234398139	0.07	0.01	0.07
	"California"	"06"	"Encephalopathy, unspecified"	"G93.4"	96	234398139	0.04	0.00	0.04
	"California"	"06"	"Compression of brain"	"G93.5"	11	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Cerebral oedema"	"G93.6"	27	234398139	0.01	0.00	0.01
	"California"	"06"	"Other specified disorders of brain"	"G93.8"	29	234398139	0.01	0.00	0.01
	"California"	"06"	"Otitis media, unspecified"	"H66.9"	17	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Mitral valve disease, unspecified"	"I05.9"	12	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Essential (primary) hypertension"	"I10"	19	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	79	234398139	0.03	0.00	0.03
	"California"	"06"	"Hypertensive renal disease with renal failure"	"I12.0"	40	234398139	0.02	0.00	0.02
	"California"	"06"	"Acute myocardial infarction, unspecified"	"I21.9"	89	234398139	0.04	0.00	0.04
	"California"	"06"	"Acute ischaemic heart disease, unspecified"	"I24.9"	11	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	19	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Atherosclerotic heart disease"	"I25.1"	106	234398139	0.05	0.00	0.04
	"California"	"06"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	11	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	62	234398139	0.03	0.00	0.03
	"California"	"06"	"Primary pulmonary hypertension"	"I27.0"	162	234398139	0.07	0.01	0.07
	"California"	"06"	"Other secondary pulmonary hypertension"	"I27.2"	147	234398139	0.06	0.01	0.06
	"California"	"06"	"Pulmonary heart disease, unspecified"	"I27.9"	16	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Pericardial effusion (noninflammatory)"	"I31.3"	14	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Disease of pericardium, unspecified"	"I31.9"	15	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Acute and subacute infective endocarditis"	"I33.0"	33	234398139	0.01	0.00	0.01
	"California"	"06"	"Mitral (valve) prolapse"	"I34.1"	21	234398139	0.01	0.00	0.01
	"California"	"06"	"Aortic (valve) stenosis"	"I35.0"	10	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Endocarditis, valve unspecified"	"I38"	26	234398139	0.01	0.00	0.01
	"California"	"06"	"Infective myocarditis"	"I40.0"	122	234398139	0.05	0.00	0.05
	"California"	"06"	"Acute myocarditis, unspecified"	"I40.9"	33	234398139	0.01	0.00	0.01
	"California"	"06"	"Dilated cardiomyopathy"	"I42.0"	287	234398139	0.12	0.01	0.12
	"California"	"06"	"Other hypertrophic cardiomyopathy"	"I42.2"	281	234398139	0.12	0.01	0.12
	"California"	"06"	"Endocardial fibroelastosis"	"I42.4"	102	234398139	0.04	0.00	0.04
	"California"	"06"	"Other restrictive cardiomyopathy"	"I42.5"	34	234398139	0.01	0.00	0.01
	"California"	"06"	"Other cardiomyopathies"	"I42.8"	12	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Cardiomyopathy, unspecified"	"I42.9"	368	234398139	0.16	0.01	0.15
	"California"	"06"	"Pre-excitation syndrome"	"I45.6"	15	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Sudden cardiac death, so described"	"I46.1"	28	234398139	0.01	0.00	0.01
	"California"	"06"	"Cardiac arrest, unspecified"	"I46.9"	35	234398139	0.01	0.00	0.01
	"California"	"06"	"Ventricular fibrillation and flutter"	"I49.0"	16	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Cardiac arrhythmia, unspecified"	"I49.9"	97	234398139	0.04	0.00	0.04
	"California"	"06"	"Congestive heart failure"	"I50.0"	51	234398139	0.02	0.00	0.02
	"California"	"06"	"Heart failure, unspecified"	"I50.9"	20	234398139	0.01	0.00	0.01
	"California"	"06"	"Myocarditis, unspecified"	"I51.4"	174	234398139	0.07	0.01	0.07
	"California"	"06"	"Cardiomegaly"	"I51.7"	176	234398139	0.08	0.01	0.07
	"California"	"06"	"Other ill-defined heart diseases"	"I51.8"	22	234398139	0.01	0.00	0.01
	"California"	"06"	"Heart disease, unspecified"	"I51.9"	27	234398139	0.01	0.00	0.01
	"California"	"06"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	16	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Other subarachnoid haemorrhage"	"I60.8"	71	234398139	0.03	0.00	0.03
	"California"	"06"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	135	234398139	0.06	0.00	0.06
	"California"	"06"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	13	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	66	234398139	0.03	0.00	0.03
	"California"	"06"	"Intracerebral haemorrhage, unspecified"	"I61.9"	93	234398139	0.04	0.00	0.04
	"California"	"06"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	71	234398139	0.03	0.00	0.03
	"California"	"06"	"Cerebral infarction, unspecified"	"I63.9"	44	234398139	0.02	0.00	0.02
	"California"	"06"	"Stroke, not specified as haemorrhage or infarction"	"I64"	32	234398139	0.01	0.00	0.01
	"California"	"06"	"Other specified cerebrovascular diseases"	"I67.8"	200	234398139	0.09	0.01	0.09
	"California"	"06"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	29	234398139	0.01	0.00	0.01
	"California"	"06"	"Dissection of aorta [any part]"	"I71.0"	57	234398139	0.02	0.00	0.02
	"California"	"06"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	10	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	10	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Arteritis, unspecified"	"I77.6"	19	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	82	234398139	0.03	0.00	0.03
	"California"	"06"	"Lymphoedema, not elsewhere classified"	"I89.0"	17	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Other specified noninfective disorders of lymphatic vessels and lymph nodes"	"I89.8"	43	234398139	0.02	0.00	0.02
	"California"	"06"	"Acute tracheitis"	"J04.1"	12	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Acute epiglottitis"	"J05.1"	13	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Acute upper respiratory infection, unspecified"	"J06.9"	18	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Influenza due to identified avian influenza virus"	"J09"	50	234398139	0.02	0.00	0.02
	"California"	"06"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	36	234398139	0.02	0.00	0.02
	"California"	"06"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	46	234398139	0.02	0.00	0.02
	"California"	"06"	"Influenza with other manifestations, influenza virus identified"	"J10.8"	10	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Influenza with pneumonia, virus not identified"	"J11.0"	48	234398139	0.02	0.00	0.02
	"California"	"06"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	46	234398139	0.02	0.00	0.02
	"California"	"06"	"Adenoviral pneumonia"	"J12.0"	10	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Respiratory syncytial virus pneumonia"	"J12.1"	40	234398139	0.02	0.00	0.02
	"California"	"06"	"Viral pneumonia, unspecified"	"J12.9"	82	234398139	0.03	0.00	0.04
	"California"	"06"	"Pneumonia due to Streptococcus pneumoniae"	"J13"	16	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Pneumonia due to Pseudomonas"	"J15.1"	16	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Pneumonia due to staphylococcus"	"J15.2"	38	234398139	0.02	0.00	0.02
	"California"	"06"	"Pneumonia due to other streptococci"	"J15.4"	34	234398139	0.01	0.00	0.01
	"California"	"06"	"Bacterial pneumonia, unspecified"	"J15.9"	44	234398139	0.02	0.00	0.02
	"California"	"06"	"Bronchopneumonia, unspecified"	"J18.0"	180	234398139	0.08	0.01	0.08
	"California"	"06"	"Lobar pneumonia, unspecified"	"J18.1"	23	234398139	0.01	0.00	0.01
	"California"	"06"	"Pneumonia, unspecified"	"J18.9"	382	234398139	0.16	0.01	0.16
	"California"	"06"	"Acute bronchitis, unspecified"	"J20.9"	37	234398139	0.02	0.00	0.02
	"California"	"06"	"Acute bronchiolitis due to respiratory syncytial virus"	"J21.0"	19	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Acute bronchiolitis, unspecified"	"J21.9"	43	234398139	0.02	0.00	0.02
	"California"	"06"	"Chronic sinusitis, unspecified"	"J32.9"	10	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Other specified diseases of upper respiratory tract"	"J39.8"	30	234398139	0.01	0.00	0.01
	"California"	"06"	"Bronchitis, not specified as acute or chronic"	"J40"	51	234398139	0.02	0.00	0.02
	"California"	"06"	"Unspecified chronic bronchitis"	"J42"	31	234398139	0.01	0.00	0.01
	"California"	"06"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	34	234398139	0.01	0.00	0.01
	"California"	"06"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	28	234398139	0.01	0.00	0.01
	"California"	"06"	"Predominantly allergic asthma"	"J45.0"	286	234398139	0.12	0.01	0.12
	"California"	"06"	"Asthma, unspecified"	"J45.9"	186	234398139	0.08	0.01	0.08
	"California"	"06"	"Status asthmaticus"	"J46"	74	234398139	0.03	0.00	0.03
	"California"	"06"	"Pneumonitis due to food and vomit"	"J69.0"	77	234398139	0.03	0.00	0.03
	"California"	"06"	"Adult respiratory distress syndrome"	"J80"	56	234398139	0.02	0.00	0.02
	"California"	"06"	"Pulmonary oedema"	"J81"	11	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Alveolar and parietoalveolar conditions"	"J84.0"	14	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	43	234398139	0.02	0.00	0.02
	"California"	"06"	"Interstitial pulmonary disease, unspecified"	"J84.9"	128	234398139	0.05	0.00	0.05
	"California"	"06"	"Gangrene and necrosis of lung"	"J85.0"	17	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Pyothorax with fistula"	"J86.0"	13	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Pyothorax without fistula"	"J86.9"	12	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Respiratory failure, unspecified"	"J96.9"	10	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Interstitial emphysema"	"J98.2"	11	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Other disorders of lung"	"J98.4"	320	234398139	0.14	0.01	0.14
	"California"	"06"	"Other specified respiratory disorders"	"J98.8"	51	234398139	0.02	0.00	0.02
	"California"	"06"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	64	234398139	0.03	0.00	0.03
	"California"	"06"	"Other specified diseases of stomach and duodenum"	"K31.8"	14	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Acute appendicitis with generalized peritonitis"	"K35.0"	33	234398139	0.01	0.00	0.01
	"California"	"06"	"Acute appendicitis, other and unspecified"	"K35.8"	14	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Acute appendicitis, unspecified"	"K35.9"	12	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Unspecified appendicitis"	"K37"	12	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Diaphragmatic hernia without obstruction or gangrene"	"K44.9"	25	234398139	0.01	0.00	0.01
	"California"	"06"	"Unspecified abdominal hernia without obstruction or gangrene"	"K46.9"	11	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Crohn disease, unspecified"	"K50.9"	10	234398139	0.00 (Unreliable)	0.00	0.00 (Unreliable)
	"California"	"06"	"Ulcerative colitis, unspecified"	"K51.9"	13	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Noninfective gastroenteritis and colitis, unspecified"	"K52.9"	181	234398139	0.08	0.01	0.08
	"California"	"06"	"Acute vascular disorders of intestine"	"K55.0"	162	234398139	0.07	0.01	0.07
	"California"	"06"	"Vascular disorder of intestine, unspecified"	"K55.9"	30	234398139	0.01	0.00	0.01
	"California"	"06"	"Intussusception"	"K56.1"	18	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Volvulus"	"K56.2"	65	234398139	0.03	0.00	0.03
	"California"	"06"	"Intestinal adhesions [bands] with obstruction"	"K56.5"	14	234398139	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"California"	"06"	"Other and unspecified intestinal obstruction"	"K56.6"	49	234398139	0.02	0.00	0.02
